node,tx_count,total_amount,avg_amount,max_amount,std_amount,tx_frequency
C1383031847,1,352364.46,352364.46,352364.46,0.0,1.0
C1383126215,1,388363.76,388363.76,388363.76,0.0,1.0
C1383217308,1,14252.14,14252.14,14252.14,0.0,1.0
C1383237428,1,5579.56,5579.56,5579.56,0.0,1.0
C1383273608,1,11244.69,11244.69,11244.69,0.0,1.0
C1383293999,1,239099.15,239099.15,239099.15,0.0,1.0
C1383324255,1,2453916.73,2453916.73,2453916.73,0.0,1.0
C1383478026,1,2344.4,2344.4,2344.4,0.0,1.0
C1383548991,1,107227.55,107227.55,107227.55,0.0,1.0
C1383567584,1,1166399.95,1166399.95,1166399.95,0.0,1.0
C1383589290,1,33098.6,33098.6,33098.6,0.0,1.0
C1383602770,1,17661.4,17661.4,17661.4,0.0,1.0
C1383621832,1,15019.36,15019.36,15019.36,0.0,1.0
C138374992,1,280791.49,280791.49,280791.49,0.0,1.0
C1383790482,1,5267.09,5267.09,5267.09,0.0,1.0
C1383792319,1,3320.69,3320.69,3320.69,0.0,1.0
C1383842229,1,430425.52,430425.52,430425.52,0.0,1.0
C1383889396,1,2490659.57,2490659.57,2490659.57,0.0,1.0
C1383919946,1,1929.65,1929.65,1929.65,0.0,1.0
C1383935559,1,47951.42,47951.42,47951.42,0.0,1.0
C1383935858,1,10281.41,10281.41,10281.41,0.0,1.0
C1384001086,1,46458.29,46458.29,46458.29,0.0,1.0
C1384040147,1,239869.27,239869.27,239869.27,0.0,1.0
C1384109509,1,232809.18,232809.18,232809.18,0.0,1.0
C1384118912,1,257367.68,257367.68,257367.68,0.0,1.0
C1384129427,1,8387.1,8387.1,8387.1,0.0,1.0
C1384152401,1,14105.7,14105.7,14105.7,0.0,1.0
C1384156412,1,5529.67,5529.67,5529.67,0.0,1.0
C1384179426,1,148959.31,148959.31,148959.31,0.0,1.0
C1384191247,1,5567.41,5567.41,5567.41,0.0,1.0
C1384218189,1,13319.98,13319.98,13319.98,0.0,1.0
C1384347509,1,289514.14,289514.14,289514.14,0.0,1.0
C1384432069,1,244060.66,244060.66,244060.66,0.0,1.0
C1384468541,1,7088.25,7088.25,7088.25,0.0,1.0
C1384492771,1,264335.16,264335.16,264335.16,0.0,1.0
C1384563514,1,1824.59,1824.59,1824.59,0.0,1.0
C1384596329,1,136692.86,136692.86,136692.86,0.0,1.0
C1384626783,1,105759.64,105759.64,105759.64,0.0,1.0
C1384646526,1,39176.77,39176.77,39176.77,0.0,1.0
C1384661397,1,1959.03,1959.03,1959.03,0.0,1.0
C138466543,1,285894.57,285894.57,285894.57,0.0,1.0
C1384696263,1,150566.9,150566.9,150566.9,0.0,1.0
C138474621,1,30712.22,30712.22,30712.22,0.0,1.0
C1384801340,1,198823.6,198823.6,198823.6,0.0,1.0
C1384809396,1,22893.43,22893.43,22893.43,0.0,1.0
C1384845686,1,724540.17,724540.17,724540.17,0.0,1.0
C1385018919,1,377704.69,377704.69,377704.69,0.0,1.0
C1385060915,1,843626.65,843626.65,843626.65,0.0,1.0
C1385064007,1,121412.35,121412.35,121412.35,0.0,1.0
C1385099824,1,1495.79,1495.79,1495.79,0.0,1.0
C138512996,1,236565.65,236565.65,236565.65,0.0,1.0
C1385200414,1,213492.83,213492.83,213492.83,0.0,1.0
C1385208471,1,12986.85,12986.85,12986.85,0.0,1.0
C1385260835,1,67537.81,67537.81,67537.81,0.0,1.0
C1385346491,1,544372.64,544372.64,544372.64,0.0,1.0
C1385352906,1,3021.67,3021.67,3021.67,0.0,1.0
C1385388356,1,19816.17,19816.17,19816.17,0.0,1.0
C1385391680,1,211052.45,211052.45,211052.45,0.0,1.0
C1385403198,1,373195.9,373195.9,373195.9,0.0,1.0
C1385410567,1,3900.65,3900.65,3900.65,0.0,1.0
C13855381,1,27329.2,27329.2,27329.2,0.0,1.0
C1385653441,1,21102.34,21102.34,21102.34,0.0,1.0
C1385709669,1,6256.13,6256.13,6256.13,0.0,1.0
C1385718922,1,17229.69,17229.69,17229.69,0.0,1.0
C1385748368,1,68589.73,68589.73,68589.73,0.0,1.0
C1385762560,1,70554.52,70554.52,70554.52,0.0,1.0
C1385788453,1,179049.82,179049.82,179049.82,0.0,1.0
C1385823609,1,2705.84,2705.84,2705.84,0.0,1.0
C1385838612,1,240141.42,240141.42,240141.42,0.0,1.0
C1385875144,1,1968375.46,1968375.46,1968375.46,0.0,1.0
C1385952914,1,15047.89,15047.89,15047.89,0.0,1.0
C1386001237,1,8624.34,8624.34,8624.34,0.0,1.0
C1386020581,1,83845.22,83845.22,83845.22,0.0,1.0
C1386032745,1,586451.23,586451.23,586451.23,0.0,1.0
C1386083047,1,1385.12,1385.12,1385.12,0.0,1.0
C1386113701,1,15150.77,15150.77,15150.77,0.0,1.0
C1386119005,1,40157.09,40157.09,40157.09,0.0,1.0
C138617241,1,1492123.04,1492123.04,1492123.04,0.0,1.0
C1386207405,1,12896.77,12896.77,12896.77,0.0,1.0
C1386207903,1,7261.64,7261.64,7261.64,0.0,1.0
C1386238621,1,290852.07,290852.07,290852.07,0.0,1.0
C1386251800,1,8335.17,8335.17,8335.17,0.0,1.0
C1386420833,1,1247.92,1247.92,1247.92,0.0,1.0
C138655196,1,281836.62,281836.62,281836.62,0.0,1.0
C1386563546,1,193953.85,193953.85,193953.85,0.0,1.0
C1386569237,1,5166.29,5166.29,5166.29,0.0,1.0
C1386595802,1,8255.16,8255.16,8255.16,0.0,1.0
C1386610525,1,14371.26,14371.26,14371.26,0.0,1.0
C1386612163,1,9621.65,9621.65,9621.65,0.0,1.0
C1386622669,1,189816.17,189816.17,189816.17,0.0,1.0
C1386640019,1,13702.52,13702.52,13702.52,0.0,1.0
C1386650638,1,88231.89,88231.89,88231.89,0.0,1.0
C1386654926,1,26047.8,26047.8,26047.8,0.0,1.0
C1386688441,1,9160.94,9160.94,9160.94,0.0,1.0
C1386713738,1,124112.03,124112.03,124112.03,0.0,1.0
C1386805129,1,8893.16,8893.16,8893.16,0.0,1.0
C1386806441,1,1513.0,1513.0,1513.0,0.0,1.0
C138685275,1,16405.89,16405.89,16405.89,0.0,1.0
C1386863459,1,546.23,546.23,546.23,0.0,1.0
C1386923775,1,12011.89,12011.89,12011.89,0.0,1.0
C1386927131,1,11333.14,11333.14,11333.14,0.0,1.0
C1387003960,1,4863.12,4863.12,4863.12,0.0,1.0
C1387033355,1,3973.92,3973.92,3973.92,0.0,1.0
C1387040607,1,428448.05,428448.05,428448.05,0.0,1.0
C138708980,1,2232.83,2232.83,2232.83,0.0,1.0
C1387174267,1,7108.61,7108.61,7108.61,0.0,1.0
C1387253208,1,1813.39,1813.39,1813.39,0.0,1.0
C1387255307,1,9229.99,9229.99,9229.99,0.0,1.0
C138733165,1,18067.41,18067.41,18067.41,0.0,1.0
C1387340342,1,230261.79,230261.79,230261.79,0.0,1.0
C138736565,1,9312.89,9312.89,9312.89,0.0,1.0
C1387462740,1,4408.24,4408.24,4408.24,0.0,1.0
C1387473040,1,6190.52,6190.52,6190.52,0.0,1.0
C1387543896,1,142221.83,142221.83,142221.83,0.0,1.0
C1387548248,1,35788.92,35788.92,35788.92,0.0,1.0
C1387559058,1,2739.02,2739.02,2739.02,0.0,1.0
C1387585635,1,4822.28,4822.28,4822.28,0.0,1.0
C1387600878,1,64219.0,64219.0,64219.0,0.0,1.0
C1387611864,1,451.8,451.8,451.8,0.0,1.0
C1387620926,1,6606.31,6606.31,6606.31,0.0,1.0
C1387643586,1,112206.3,112206.3,112206.3,0.0,1.0
C1387725358,1,8460.12,8460.12,8460.12,0.0,1.0
C1387728614,1,113609.67,113609.67,113609.67,0.0,1.0
C1387831743,1,6694.9,6694.9,6694.9,0.0,1.0
C138792209,1,20416.33,20416.33,20416.33,0.0,1.0
C1387948122,1,117474.04,117474.04,117474.04,0.0,1.0
C1387983453,1,165842.56,165842.56,165842.56,0.0,1.0
C1388076414,1,29041.79,29041.79,29041.79,0.0,1.0
C138825155,1,1901288.2,1901288.2,1901288.2,0.0,1.0
C1388336780,1,33801.73,33801.73,33801.73,0.0,1.0
C1388402945,1,120477.98,120477.98,120477.98,0.0,1.0
C1388410716,1,13874.0,13874.0,13874.0,0.0,1.0
C1388461796,1,3907.4,3907.4,3907.4,0.0,1.0
C1388475074,1,191574.48,191574.48,191574.48,0.0,1.0
C1388482670,1,74312.49,74312.49,74312.49,0.0,1.0
C1388496307,1,764528.41,764528.41,764528.41,0.0,1.0
C1388499432,1,8528.94,8528.94,8528.94,0.0,1.0
C1388535596,1,64493.51,64493.51,64493.51,0.0,1.0
C138856741,1,353637.7,353637.7,353637.7,0.0,1.0
C1388655426,1,109822.34,109822.34,109822.34,0.0,1.0
C1388671225,1,163736.17,163736.17,163736.17,0.0,1.0
C1388742949,1,12837.77,12837.77,12837.77,0.0,1.0
C1388809463,1,22332.44,22332.44,22332.44,0.0,1.0
C1388858199,1,208155.05,208155.05,208155.05,0.0,1.0
C1388958672,1,72791.13,72791.13,72791.13,0.0,1.0
C1388972756,1,119336.24,119336.24,119336.24,0.0,1.0
C1388982870,1,60372.09,60372.09,60372.09,0.0,1.0
C1389120598,1,53073.22,53073.22,53073.22,0.0,1.0
C1389187550,1,69019.22,69019.22,69019.22,0.0,1.0
C1389208765,1,7598.75,7598.75,7598.75,0.0,1.0
C1389235501,1,9730.76,9730.76,9730.76,0.0,1.0
C1389257852,1,14265.53,14265.53,14265.53,0.0,1.0
C1389260948,1,22223.69,22223.69,22223.69,0.0,1.0
C1389304681,1,164871.89,164871.89,164871.89,0.0,1.0
C138933223,1,16859.52,16859.52,16859.52,0.0,1.0
C1389348402,1,275527.97,275527.97,275527.97,0.0,1.0
C1389366725,1,13967.02,13967.02,13967.02,0.0,1.0
C1389432760,1,6396.49,6396.49,6396.49,0.0,1.0
C1389453324,1,4435.37,4435.37,4435.37,0.0,1.0
C1389471801,1,7112.68,7112.68,7112.68,0.0,1.0
C1389503752,1,77225.89,77225.89,77225.89,0.0,1.0
C1389506638,1,12868.62,12868.62,12868.62,0.0,1.0
C1389509050,1,507.12,507.12,507.12,0.0,1.0
C138953245,1,418424.95,418424.95,418424.95,0.0,1.0
C1389536019,1,3296.36,3296.36,3296.36,0.0,1.0
C138956422,1,476048.59,476048.59,476048.59,0.0,1.0
C1389593843,1,252952.54,252952.54,252952.54,0.0,1.0
C1389632167,1,178553.44,178553.44,178553.44,0.0,1.0
C1389705878,1,10972.24,10972.24,10972.24,0.0,1.0
C1389725843,1,219120.79,219120.79,219120.79,0.0,1.0
C1389729031,1,20910.03,20910.03,20910.03,0.0,1.0
C1389774257,1,12401.9,12401.9,12401.9,0.0,1.0
C1389806161,1,30915.42,30915.42,30915.42,0.0,1.0
C1389878317,1,109922.03,109922.03,109922.03,0.0,1.0
C1389927893,1,8361.05,8361.05,8361.05,0.0,1.0
C138993059,1,71067.17,71067.17,71067.17,0.0,1.0
C1389984438,1,241906.13,241906.13,241906.13,0.0,1.0
C1389988979,1,253016.43,253016.43,253016.43,0.0,1.0
C138999517,1,9156.51,9156.51,9156.51,0.0,1.0
C1390047894,1,91780.97,91780.97,91780.97,0.0,1.0
C1390149084,1,8974.17,8974.17,8974.17,0.0,1.0
C1390178738,1,72428.51,72428.51,72428.51,0.0,1.0
C1390301622,1,5812.36,5812.36,5812.36,0.0,1.0
C1390304398,1,1685270.31,1685270.31,1685270.31,0.0,1.0
C1390318577,1,13014.44,13014.44,13014.44,0.0,1.0
C1390351351,1,5524.15,5524.15,5524.15,0.0,1.0
C1390430007,1,131637.92,131637.92,131637.92,0.0,1.0
C1390540603,1,9852.14,9852.14,9852.14,0.0,1.0
C1390553361,1,173405.67,173405.67,173405.67,0.0,1.0
C1390572293,1,392937.81,392937.81,392937.81,0.0,1.0
C1390576101,1,292.62,292.62,292.62,0.0,1.0
C13905779,1,9346.82,9346.82,9346.82,0.0,1.0
C1390602874,1,9353.68,9353.68,9353.68,0.0,1.0
C1390654363,1,53548.05,53548.05,53548.05,0.0,1.0
C1390694257,1,436465.06,436465.06,436465.06,0.0,1.0
C1390725726,1,10272.57,10272.57,10272.57,0.0,1.0
C1390758570,1,22209.99,22209.99,22209.99,0.0,1.0
C1390783857,1,7150.21,7150.21,7150.21,0.0,1.0
C139083423,1,857.4,857.4,857.4,0.0,1.0
C1390969620,1,10410.34,10410.34,10410.34,0.0,1.0
C1391015574,1,1995.1,1995.1,1995.1,0.0,1.0
C139101588,1,222480.32,222480.32,222480.32,0.0,1.0
C139105765,1,389620.2,389620.2,389620.2,0.0,1.0
C1391058188,1,166612.12,166612.12,166612.12,0.0,1.0
C1391067753,1,76289.1,76289.1,76289.1,0.0,1.0
C1391209046,1,322236.07,322236.07,322236.07,0.0,1.0
C1391221670,1,193934.43,193934.43,193934.43,0.0,1.0
C1391240208,1,9598.37,9598.37,9598.37,0.0,1.0
C1391249801,1,302602.9,302602.9,302602.9,0.0,1.0
C139125992,1,389392.87,389392.87,389392.87,0.0,1.0
C1391268303,1,2553.54,2553.54,2553.54,0.0,1.0
C1391364231,1,8596.21,8596.21,8596.21,0.0,1.0
C1391382724,1,4768.83,4768.83,4768.83,0.0,1.0
C1391412309,1,23482.77,23482.77,23482.77,0.0,1.0
C1391435462,1,11071.93,11071.93,11071.93,0.0,1.0
C1391471814,1,122312.51,122312.51,122312.51,0.0,1.0
C1391502123,1,303726.22,303726.22,303726.22,0.0,1.0
C139152529,1,162055.48,162055.48,162055.48,0.0,1.0
C1391532362,1,55644.35,55644.35,55644.35,0.0,1.0
C1391554969,1,103194.83,103194.83,103194.83,0.0,1.0
C1391691688,1,6120.57,6120.57,6120.57,0.0,1.0
C1391699527,1,35075.41,35075.41,35075.41,0.0,1.0
C1391708169,1,7456.3,7456.3,7456.3,0.0,1.0
C1391760957,1,68425.07,68425.07,68425.07,0.0,1.0
C1391818342,1,381479.99,381479.99,381479.99,0.0,1.0
C1391916992,1,215318.39,215318.39,215318.39,0.0,1.0
C1392027380,1,14401.68,14401.68,14401.68,0.0,1.0
C1392038944,1,7704.1,7704.1,7704.1,0.0,1.0
C1392148322,1,37770.0,37770.0,37770.0,0.0,1.0
C1392163687,1,16317.38,16317.38,16317.38,0.0,1.0
C1392187588,1,40013.89,40013.89,40013.89,0.0,1.0
C1392271025,1,355252.74,355252.74,355252.74,0.0,1.0
C1392534789,1,280771.21,280771.21,280771.21,0.0,1.0
C1392581421,1,72043.59,72043.59,72043.59,0.0,1.0
C1392601896,1,8806.91,8806.91,8806.91,0.0,1.0
C1392759232,1,485144.66,485144.66,485144.66,0.0,1.0
C1392837554,1,141827.87,141827.87,141827.87,0.0,1.0
C1392837736,1,48171.15,48171.15,48171.15,0.0,1.0
C1392862229,1,1175872.01,1175872.01,1175872.01,0.0,1.0
C1392896460,1,48053.05,48053.05,48053.05,0.0,1.0
C1392910630,1,1285.02,1285.02,1285.02,0.0,1.0
C1393007334,1,105165.25,105165.25,105165.25,0.0,1.0
C1393013968,1,25561.35,25561.35,25561.35,0.0,1.0
C1393016084,1,9174.83,9174.83,9174.83,0.0,1.0
C1393022790,1,7411.37,7411.37,7411.37,0.0,1.0
C1393056864,1,647292.18,647292.18,647292.18,0.0,1.0
C1393060828,1,1538.51,1538.51,1538.51,0.0,1.0
C1393074562,1,1065231.64,1065231.64,1065231.64,0.0,1.0
C1393081541,1,321151.65,321151.65,321151.65,0.0,1.0
C1393112209,1,4348.75,4348.75,4348.75,0.0,1.0
C1393131176,1,18904.74,18904.74,18904.74,0.0,1.0
C139317549,1,250020.0,250020.0,250020.0,0.0,1.0
C1393198164,1,624.1,624.1,624.1,0.0,1.0
C1393284987,1,20551.28,20551.28,20551.28,0.0,1.0
C139330473,1,4700.8,4700.8,4700.8,0.0,1.0
C1393337316,1,307673.23,307673.23,307673.23,0.0,1.0
C1393348207,1,113943.55,113943.55,113943.55,0.0,1.0
C1393391617,1,17016.2,17016.2,17016.2,0.0,1.0
C1393410696,1,249597.71,249597.71,249597.71,0.0,1.0
C1393434481,1,568697.7,568697.7,568697.7,0.0,1.0
C1393446196,1,4586.02,4586.02,4586.02,0.0,1.0
C1393462160,1,56.59,56.59,56.59,0.0,1.0
C1393474880,1,91618.84,91618.84,91618.84,0.0,1.0
C1393484058,1,7462.87,7462.87,7462.87,0.0,1.0
C1393484427,1,71758.1,71758.1,71758.1,0.0,1.0
C1393561249,1,283014.12,283014.12,283014.12,0.0,1.0
C1393582645,1,161565.83,161565.83,161565.83,0.0,1.0
C1393719384,1,15737.02,15737.02,15737.02,0.0,1.0
C1393758501,1,4624.09,4624.09,4624.09,0.0,1.0
C139376616,1,468129.64,468129.64,468129.64,0.0,1.0
C1393795207,1,7092.83,7092.83,7092.83,0.0,1.0
C1393828949,1,101940.14,101940.14,101940.14,0.0,1.0
C1393830871,1,2615.04,2615.04,2615.04,0.0,1.0
C139384775,1,237934.15,237934.15,237934.15,0.0,1.0
C1393853845,1,11996.55,11996.55,11996.55,0.0,1.0
C139388030,1,11311.7,11311.7,11311.7,0.0,1.0
C1393889063,1,7332.37,7332.37,7332.37,0.0,1.0
C1393947372,1,64158.75,64158.75,64158.75,0.0,1.0
C1393962652,1,594724.36,594724.36,594724.36,0.0,1.0
C1394010463,1,227478.01,227478.01,227478.01,0.0,1.0
C1394046109,1,216590.72,216590.72,216590.72,0.0,1.0
C1394127481,1,130326.77,130326.77,130326.77,0.0,1.0
C1394198167,1,15189.67,15189.67,15189.67,0.0,1.0
C1394215107,1,8035.23,8035.23,8035.23,0.0,1.0
C1394242899,1,49433.98,49433.98,49433.98,0.0,1.0
C1394243707,1,16512.82,16512.82,16512.82,0.0,1.0
C1394280842,1,130170.13,130170.13,130170.13,0.0,1.0
C1394300147,1,7229.17,7229.17,7229.17,0.0,1.0
C1394343499,1,530888.87,530888.87,530888.87,0.0,1.0
C1394432425,1,1202.78,1202.78,1202.78,0.0,1.0
C1394462067,1,3085.4,3085.4,3085.4,0.0,1.0
C1394492974,1,180986.01,180986.01,180986.01,0.0,1.0
C1394515094,1,375822.33,375822.33,375822.33,0.0,1.0
C1394607686,1,2128.98,2128.98,2128.98,0.0,1.0
C1394612672,1,109694.9,109694.9,109694.9,0.0,1.0
C1394721877,1,34953.48,34953.48,34953.48,0.0,1.0
C1394738759,1,19158.12,19158.12,19158.12,0.0,1.0
C1394754407,1,3277.64,3277.64,3277.64,0.0,1.0
C1394755573,1,190759.18,190759.18,190759.18,0.0,1.0
C1394848877,1,529774.1,529774.1,529774.1,0.0,1.0
C1394875919,1,55588.41,55588.41,55588.41,0.0,1.0
C139490047,1,7848.04,7848.04,7848.04,0.0,1.0
C1394960202,1,17373.62,17373.62,17373.62,0.0,1.0
C1394994726,1,118096.83,118096.83,118096.83,0.0,1.0
C1395071924,1,43092.0,43092.0,43092.0,0.0,1.0
C13950734,1,526.83,526.83,526.83,0.0,1.0
C1395073533,1,160700.51,160700.51,160700.51,0.0,1.0
C1395098450,1,384266.77,384266.77,384266.77,0.0,1.0
C1395165116,1,21453.68,21453.68,21453.68,0.0,1.0
C1395173825,1,291713.22,291713.22,291713.22,0.0,1.0
C1395250706,1,7121.97,7121.97,7121.97,0.0,1.0
C1395262169,1,300.41,300.41,300.41,0.0,1.0
C139527382,1,185882.89,185882.89,185882.89,0.0,1.0
C1395308091,1,6538.69,6538.69,6538.69,0.0,1.0
C1395508609,1,117095.5,117095.5,117095.5,0.0,1.0
C1395523773,1,3765.68,3765.68,3765.68,0.0,1.0
C1395529298,1,1844.73,1844.73,1844.73,0.0,1.0
C1395543834,1,14572.51,14572.51,14572.51,0.0,1.0
C1395590914,1,237337.65,237337.65,237337.65,0.0,1.0
C1395606853,1,40509.06,40509.06,40509.06,0.0,1.0
C1395709823,1,210272.2,210272.2,210272.2,0.0,1.0
C1395711090,1,53077.61,53077.61,53077.61,0.0,1.0
C1395746800,1,218773.42,218773.42,218773.42,0.0,1.0
C1395825627,1,1900.16,1900.16,1900.16,0.0,1.0
C1395842789,1,20965.32,20965.32,20965.32,0.0,1.0
C1395906282,1,1137382.13,1137382.13,1137382.13,0.0,1.0
C1395912847,1,131965.15,131965.15,131965.15,0.0,1.0
C1395919405,1,13671.01,13671.01,13671.01,0.0,1.0
C1395952429,1,9432.67,9432.67,9432.67,0.0,1.0
C1395954861,1,213655.2,213655.2,213655.2,0.0,1.0
C1395964725,1,8051.14,8051.14,8051.14,0.0,1.0
C1395989509,1,252.05,252.05,252.05,0.0,1.0
C1396079233,1,55033.71,55033.71,55033.71,0.0,1.0
C1396105935,1,1453.0,1453.0,1453.0,0.0,1.0
C1396127535,1,269.38,269.38,269.38,0.0,1.0
C1396280262,1,6835.1,6835.1,6835.1,0.0,1.0
C1396320248,1,7426.32,7426.32,7426.32,0.0,1.0
C1396323889,1,10226.67,10226.67,10226.67,0.0,1.0
C1396335664,1,1954.9,1954.9,1954.9,0.0,1.0
C1396342045,1,8994.55,8994.55,8994.55,0.0,1.0
C1396385390,1,131991.26,131991.26,131991.26,0.0,1.0
C1396528803,1,4913.61,4913.61,4913.61,0.0,1.0
C1396601788,1,3543.06,3543.06,3543.06,0.0,1.0
C1396783642,1,2264.93,2264.93,2264.93,0.0,1.0
C1396801698,1,2986.97,2986.97,2986.97,0.0,1.0
C1396804800,1,50371.67,50371.67,50371.67,0.0,1.0
C1396851684,1,9305.93,9305.93,9305.93,0.0,1.0
C139692984,1,463543.29,463543.29,463543.29,0.0,1.0
C1396950834,1,37447.03,37447.03,37447.03,0.0,1.0
C1396956955,1,8163.23,8163.23,8163.23,0.0,1.0
C1396960410,1,305305.54,305305.54,305305.54,0.0,1.0
C1396960830,1,99193.2,99193.2,99193.2,0.0,1.0
C1396971118,1,99831.05,99831.05,99831.05,0.0,1.0
C1396990912,1,20305.77,20305.77,20305.77,0.0,1.0
C1397052719,1,170422.95,170422.95,170422.95,0.0,1.0
C1397098388,1,78889.66,78889.66,78889.66,0.0,1.0
C1397154577,1,310.71,310.71,310.71,0.0,1.0
C1397252850,1,20549.3,20549.3,20549.3,0.0,1.0
C1397283620,1,89659.74,89659.74,89659.74,0.0,1.0
C1397297735,1,5015.47,5015.47,5015.47,0.0,1.0
C139733562,1,21682.0,21682.0,21682.0,0.0,1.0
C1397363817,1,136525.74,136525.74,136525.74,0.0,1.0
C1397368945,1,7938.55,7938.55,7938.55,0.0,1.0
C139740222,1,12568.34,12568.34,12568.34,0.0,1.0
C1397504925,1,7707.68,7707.68,7707.68,0.0,1.0
C1397516135,1,6292.23,6292.23,6292.23,0.0,1.0
C1397532447,1,296948.43,296948.43,296948.43,0.0,1.0
C1397548011,1,38779.79,38779.79,38779.79,0.0,1.0
C1397571618,1,451600.71,451600.71,451600.71,0.0,1.0
C1397585850,1,42496.69,42496.69,42496.69,0.0,1.0
C1397598291,1,45123.97,45123.97,45123.97,0.0,1.0
C139777755,1,32833.98,32833.98,32833.98,0.0,1.0
C1397813881,1,152939.48,152939.48,152939.48,0.0,1.0
C139783443,1,2193044.98,2193044.98,2193044.98,0.0,1.0
C1397837928,1,22173.31,22173.31,22173.31,0.0,1.0
C1397847862,1,9579.38,9579.38,9579.38,0.0,1.0
C1397870831,1,230281.7,230281.7,230281.7,0.0,1.0
C1397932972,1,410.9,410.9,410.9,0.0,1.0
C139793331,1,169316.28,169316.28,169316.28,0.0,1.0
C1397943550,1,5591.21,5591.21,5591.21,0.0,1.0
C1397951835,1,10887.75,10887.75,10887.75,0.0,1.0
C1397978526,1,9239.74,9239.74,9239.74,0.0,1.0
C1397998595,1,127727.33,127727.33,127727.33,0.0,1.0
C1398005001,1,4379.13,4379.13,4379.13,0.0,1.0
C1398012670,1,10841.14,10841.14,10841.14,0.0,1.0
C1398043456,1,4626.9,4626.9,4626.9,0.0,1.0
C1398047851,1,1799.59,1799.59,1799.59,0.0,1.0
C1398072224,1,7534.69,7534.69,7534.69,0.0,1.0
C1398122668,1,141597.97,141597.97,141597.97,0.0,1.0
C1398163306,1,95094.7,95094.7,95094.7,0.0,1.0
C1398180675,1,3987.63,3987.63,3987.63,0.0,1.0
C1398185213,1,987.81,987.81,987.81,0.0,1.0
C1398214655,1,1952.41,1952.41,1952.41,0.0,1.0
C1398259417,1,516651.02,516651.02,516651.02,0.0,1.0
C1398260359,1,4932.54,4932.54,4932.54,0.0,1.0
C1398263365,1,6914.33,6914.33,6914.33,0.0,1.0
C1398264205,1,6843.22,6843.22,6843.22,0.0,1.0
C1398327546,1,18046.34,18046.34,18046.34,0.0,1.0
C1398334494,1,447818.48,447818.48,447818.48,0.0,1.0
C1398370724,1,75121.26,75121.26,75121.26,0.0,1.0
C1398391020,1,122020.61,122020.61,122020.61,0.0,1.0
C1398399632,1,15586.17,15586.17,15586.17,0.0,1.0
C1398464310,1,287860.49,287860.49,287860.49,0.0,1.0
C1398479590,1,1046.5,1046.5,1046.5,0.0,1.0
C1398497898,1,274558.41,274558.41,274558.41,0.0,1.0
C1398508580,1,11334.96,11334.96,11334.96,0.0,1.0
C1398568865,1,3282.68,3282.68,3282.68,0.0,1.0
C1398628709,1,52184.74,52184.74,52184.74,0.0,1.0
C1398635761,1,8964.96,8964.96,8964.96,0.0,1.0
C1398653476,1,5471.34,5471.34,5471.34,0.0,1.0
C1398725538,1,890.2,890.2,890.2,0.0,1.0
C1398802992,1,371.01,371.01,371.01,0.0,1.0
C13989603,1,152698.95,152698.95,152698.95,0.0,1.0
C1398964439,1,122325.58,122325.58,122325.58,0.0,1.0
C1398998658,1,341128.83,341128.83,341128.83,0.0,1.0
C1399076476,1,15469.91,15469.91,15469.91,0.0,1.0
C1399147309,1,10854.35,10854.35,10854.35,0.0,1.0
C139915767,1,467028.92,467028.92,467028.92,0.0,1.0
C139921176,1,217643.28,217643.28,217643.28,0.0,1.0
C1399215965,1,248826.61,248826.61,248826.61,0.0,1.0
C1399235759,1,146830.12,146830.12,146830.12,0.0,1.0
C1399242380,1,297538.32,297538.32,297538.32,0.0,1.0
C1399313519,1,202241.9,202241.9,202241.9,0.0,1.0
C1399333654,1,177517.84,177517.84,177517.84,0.0,1.0
C1399359912,1,241806.31,241806.31,241806.31,0.0,1.0
C1399398408,1,6822.41,6822.41,6822.41,0.0,1.0
C1399399545,1,1972.42,1972.42,1972.42,0.0,1.0
C1399756933,1,375.98,375.98,375.98,0.0,1.0
C1399801248,1,431.76,431.76,431.76,0.0,1.0
C1399871029,1,197665.26,197665.26,197665.26,0.0,1.0
C1399902352,1,22786.75,22786.75,22786.75,0.0,1.0
C1399942225,1,12930.58,12930.58,12930.58,0.0,1.0
C1399962192,1,176815.3,176815.3,176815.3,0.0,1.0
C1399983549,1,173296.72,173296.72,173296.72,0.0,1.0
C1400047826,1,52912.51,52912.51,52912.51,0.0,1.0
C1400154097,1,253070.64,253070.64,253070.64,0.0,1.0
C1400237939,1,722986.71,722986.71,722986.71,0.0,1.0
C1400375971,1,184654.07,184654.07,184654.07,0.0,1.0
C1400396298,1,208340.25,208340.25,208340.25,0.0,1.0
C140040372,1,1552.48,1552.48,1552.48,0.0,1.0
C1400414901,1,161304.11,161304.11,161304.11,0.0,1.0
C1400462294,1,8446.6,8446.6,8446.6,0.0,1.0
C1400481658,1,27130.8,27130.8,27130.8,0.0,1.0
C1400572045,1,973358.65,973358.65,973358.65,0.0,1.0
C1400582895,1,13812.23,13812.23,13812.23,0.0,1.0
C1400599014,1,3506.36,3506.36,3506.36,0.0,1.0
C1400627184,1,11378.98,11378.98,11378.98,0.0,1.0
C140074034,1,21612.33,21612.33,21612.33,0.0,1.0
C140075364,1,14068.42,14068.42,14068.42,0.0,1.0
C1400802531,1,182709.7,182709.7,182709.7,0.0,1.0
C1400968054,1,201645.38,201645.38,201645.38,0.0,1.0
C1400999280,1,406481.65,406481.65,406481.65,0.0,1.0
