original_id,numeric_id
C1368275309,10594
C1368295389,10595
C1368315894,10596
C1368316340,10597
C1368321868,10598
C1368375986,10599
C1368397932,10600
C1368449285,10601
C136846172,10602
C1368519920,10603
C1368547497,10604
C1368573788,10605
C1368683553,10606
C1368734492,10607
C1368766140,10608
C136880058,10609
C1368862151,10610
C1368862213,10611
C1368905917,10612
C1368985778,10613
C1369017133,10614
C1369049747,10615
C1369080285,10616
C1369116416,10617
C1369138268,10618
C1369180440,10619
C1369187878,10620
C13692003,10621
C1369223613,10622
C1369248292,10623
C1369286829,10624
C1369314550,10625
C1369348004,10626
C1369361652,10627
C13694140,10628
C1369468094,10629
C1369468885,10630
C1369526388,10631
C1369604010,10632
C1369645553,10633
C136966151,10634
C1369694504,10635
C1369695156,10636
C1369726841,10637
C1369808614,10638
C1369813443,10639
C136984589,10640
C1369854401,10641
C1369857878,10642
C1369863311,10643
C1369885738,10644
C1369913459,10645
C1369934070,10646
C137000075,10647
C137004763,10648
C1370087746,10649
C1370102803,10650
C1370197039,10651
C1370224403,10652
C1370256119,10653
C1370300723,10654
C1370320449,10655
C1370462857,10656
C1370536516,10657
C1370553759,10658
C1370565288,10659
C1370586193,10660
C1370643453,10661
C1370665958,10662
C1370751594,10663
C1370862296,10664
C1370895868,10665
C1370968215,10666
C1371063610,10667
C1371074401,10668
C1371181698,10669
C1371183528,10670
C1371191175,10671
C137120134,10672
C137123763,10673
C1371279296,10674
C1371320447,10675
C1371345136,10676
C1371370843,10677
C1371397528,10678
C1371400311,10679
C1371427399,10680
C1371485006,10681
C1371523311,10682
C1371539709,10683
C1371570305,10684
C1371627487,10685
C1371638230,10686
C137165053,10687
C1371693972,10688
C137172126,10689
C1371797442,10690
C1371854924,10691
C1371934690,10692
C1371942273,10693
C1372062233,10694
C1372071455,10695
C1372121579,10696
C1372137902,10697
C1372157108,10698
C1372218995,10699
C1372241805,10700
C1372252045,10701
C1372317609,10702
C1372339394,10703
C1372372256,10704
C1372386065,10705
C1372402810,10706
C1372404560,10707
C1372422140,10708
C1372461170,10709
C1372629453,10710
C1372674712,10711
C1372725325,10712
C1372728240,10713
C1372745709,10714
C1372771126,10715
C1372793483,10716
C1372802818,10717
C1372818577,10718
C1372892170,10719
C1372918487,10720
C1372998208,10721
C1372999015,10722
C1373067749,10723
C137307060,10724
C1373072083,10725
C1373074936,10726
C1373114222,10727
C1373130111,10728
C1373163090,10729
C1373172466,10730
C1373187378,10731
C1373224459,10732
C1373224659,10733
C1373241745,10734
C1373315487,10735
C1373341725,10736
C1373361341,10737
C1373374699,10738
C137340665,10739
C1373455105,10740
C1373466359,10741
C1373467808,10742
C137349416,10743
C1373567610,10744
C1373577787,10745
C1373686930,10746
C1373703521,10747
C1373725010,10748
C1373766654,10749
C1373814777,10750
C1373861264,10751
C1373885310,10752
C137390707,10753
C1373949107,10754
C1373965431,10755
C1373966966,10756
C1374063565,10757
C1374111315,10758
C1374139797,10759
C1374162176,10760
C1374212198,10761
C1374217958,10762
C1374235363,10763
C1374294769,10764
C1374393178,10765
C1374410362,10766
C1374413246,10767
C137444761,10768
C137453130,10769
C1374539211,10770
C1374573699,10771
C1374596618,10772
C1374664497,10773
C1374688565,10774
C1374734033,10775
C1374785073,10776
C1374867516,10777
C1374887853,10778
C1374917762,10779
C1374935028,10780
C1374992413,10781
C1375064765,10782
C1375168324,10783
C1375235316,10784
C1375280409,10785
C1375297293,10786
C137530493,10787
C137533655,10788
C1375397011,10789
C1375418665,10790
C1375428582,10791
C1375493818,10792
C1375503918,10793
C1375516880,10794
C1375520294,10795
C1375588744,10796
C13756086,10797
C1375632543,10798
C1375679602,10799
C1375722441,10800
C1375762341,10801
C1375779903,10802
C1375818673,10803
C1375829209,10804
C1375914686,10805
C1375936066,10806
C1375967069,10807
C1376006471,10808
C1376008257,10809
C1376017854,10810
C1376035460,10811
C1376074013,10812
C1376105442,10813
C1376144743,10814
C1376151044,10815
C1376205244,10816
C1376209974,10817
C1376218397,10818
C1376264947,10819
C1376279364,10820
C1376307200,10821
C137643455,10822
C137646553,10823
C1376537166,10824
C137655601,10825
C1376564655,10826
C1376567070,10827
C1376581653,10828
C1376691738,10829
C1376696535,10830
C1376696824,10831
C1376697831,10832
C1376753351,10833
C1376824850,10834
C137683152,10835
C137685382,10836
C1376896268,10837
C1376934792,10838
C1377020151,10839
C1377033279,10840
C1377095440,10841
C1377160602,10842
C1377176240,10843
C1377194794,10844
C1377212248,10845
C1377231932,10846
C1377301456,10847
C1377307782,10848
C1377312528,10849
C137734096,10850
C1377341638,10851
C1377343867,10852
C1377471131,10853
C1377520999,10854
C1377568109,10855
C1377593328,10856
C1377688357,10857
C1377735234,10858
C1377774115,10859
C1377858859,10860
C1377887999,10861
C1377917394,10862
C1377968609,10863
C1377988183,10864
C1378060385,10865
C1378162926,10866
C1378215782,10867
C1378280450,10868
C1378336204,10869
C1378378816,10870
C137837910,10871
C1378400337,10872
C1378406860,10873
C137840913,10874
C1378416959,10875
C137844732,10876
C1378455350,10877
C1378464682,10878
C1378518441,10879
C1378519174,10880
C1378523254,10881
C1378525352,10882
C1378559537,10883
C1378612814,10884
C1378626073,10885
C1378631801,10886
C1378637544,10887
C1378667018,10888
C1378684617,10889
C137877056,10890
C1378792591,10891
C137883513,10892
C1378841761,10893
C13789261,10894
C1378941641,10895
C1378958803,10896
C1378979560,10897
C1379031360,10898
C1379038005,10899
C1379042954,10900
C1379061119,10901
C1379105480,10902
C1379115797,10903
C1379132565,10904
C1379159709,10905
C1379184108,10906
C1379185437,10907
C1379207867,10908
C1379209534,10909
C1379225744,10910
C1379226179,10911
C1379289710,10912
C1379300988,10913
C1379364201,10914
C1379397140,10915
C1379436911,10916
C1379495198,10917
C1379520789,10918
C1379526008,10919
C1379529033,10920
C1379551574,10921
C1379589736,10922
C1379635672,10923
C1379635850,10924
C1379731404,10925
C1379846188,10926
C1379853526,10927
C1379911814,10928
C1379917106,10929
C1379935176,10930
C1379985923,10931
C1380049507,10932
C1380081342,10933
C1380085944,10934
C138010466,10935
C1380120582,10936
C1380194466,10937
C1380234337,10938
C1380252219,10939
C1380271191,10940
C1380288578,10941
C1380361139,10942
C1380367184,10943
C1380404490,10944
C1380433596,10945
C1380465380,10946
C1380499546,10947
C1380506059,10948
C1380579709,10949
C1380583278,10950
C1380590568,10951
C1380609364,10952
C1380684811,10953
C1380698841,10954
C1380721607,10955
C1380747352,10956
C1380749961,10957
C1380903251,10958
C1380914665,10959
C1380976928,10960
C1380986020,10961
C1381048470,10962
C1381076705,10963
C1381128261,10964
C1381139631,10965
C1381142672,10966
C1381190380,10967
C1381209636,10968
C1381341801,10969
C1381369257,10970
C1381376705,10971
C1381391850,10972
C1381392003,10973
C1381442155,10974
C1381459656,10975
C1381571035,10976
C1381579417,10977
C1381719848,10978
C1381764980,10979
C1381794886,10980
C1381797168,10981
C1381846905,10982
C1381895283,10983
C1382026778,10984
C1382034610,10985
C1382093380,10986
C1382102117,10987
C1382121475,10988
C1382243740,10989
C1382247810,10990
C1382282580,10991
C1382309063,10992
C1382315194,10993
C1382394077,10994
C1382404783,10995
C1382589675,10996
C1382712720,10997
C1382717704,10998
C138275664,10999
C138277427,11000
C1382776425,11001
C1382809908,11002
C1382816537,11003
C13828447,11004
C138284803,11005
C1382851887,11006
C138287471,11007
C1382919334,11008
C1383031847,11009
C1383126215,11010
C1383195827,11011
C1383217308,11012
C1383237428,11013
C1383273534,11014
C1383273608,11015
C1383293999,11016
C1383324255,11017
C1383446722,11018
C1383454473,11019
C1383478026,11020
C1383548991,11021
C1383567584,11022
C1383589290,11023
C1383602770,11024
C1383621832,11025
C1383702768,11026
C138374992,11027
C1383790482,11028
C1383792319,11029
C1383831706,11030
C1383842229,11031
C1383889396,11032
C1383919946,11033
C1383935559,11034
C1383935858,11035
C1383942363,11036
C1383963902,11037
C1384001086,11038
C1384040147,11039
C1384109509,11040
C1384118912,11041
C1384129427,11042
C1384149246,11043
C1384152401,11044
C1384156412,11045
C1384179426,11046
C1384191247,11047
C1384210339,11048
C1384218189,11049
C1384323699,11050
C1384347509,11051
C1384432069,11052
C1384468541,11053
C1384492771,11054
C1384563514,11055
C1384596329,11056
C1384626783,11057
C1384646526,11058
C1384661397,11059
C138466543,11060
C1384696263,11061
C138474621,11062
C1384801340,11063
C1384809396,11064
C1384845686,11065
C1385018919,11066
C1385060915,11067
C1385064007,11068
C1385099824,11069
C1385126783,11070
C138512996,11071
C1385200414,11072
C1385208471,11073
C1385260835,11074
C1385346491,11075
C1385352906,11076
C1385388356,11077
C1385391680,11078
C1385403198,11079
C1385410567,11080
C13855381,11081
C1385653441,11082
C1385709669,11083
C1385718922,11084
C1385748368,11085
C1385762560,11086
C1385788453,11087
C1385823609,11088
C1385838612,11089
C1385875144,11090
C1385952914,11091
C1386001237,11092
C1386020581,11093
C1386032745,11094
C1386083047,11095
C1386113701,11096
C1386119005,11097
C138617241,11098
C1386207405,11099
C1386207903,11100
C1386238621,11101
C1386251800,11102
C1386420833,11103
C138655196,11104
C1386563546,11105
C1386569237,11106
C1386595802,11107
C1386610525,11108
C1386612163,11109
C1386622669,11110
C1386640019,11111
C1386650638,11112
C1386654926,11113
C1386688441,11114
C1386713738,11115
C1386805129,11116
C1386806441,11117
C138685275,11118
C1386863459,11119
C1386923775,11120
C1386927131,11121
C1387003960,11122
C1387033355,11123
C1387040564,11124
C1387040607,11125
C138707774,11126
C138708980,11127
C1387174267,11128
C1387210478,11129
C1387253208,11130
C1387255307,11131
C138733165,11132
C1387340342,11133
C138736565,11134
C1387460501,11135
C1387462740,11136
C1387473040,11137
C1387543896,11138
C1387548248,11139
C1387559058,11140
C1387567249,11141
C1387585635,11142
C1387600878,11143
C138761124,11144
C1387611864,11145
C1387620926,11146
C1387643586,11147
C1387677794,11148
C1387725358,11149
C1387728614,11150
C1387831743,11151
C138792209,11152
C1387948122,11153
C1387983453,11154
C1388076414,11155
C1388157479,11156
C1388182036,11157
C138825155,11158
C1388298612,11159
C1388336780,11160
C1388365204,11161
C1388402945,11162
C1388410716,11163
C1388461796,11164
C1388475074,11165
C1388482670,11166
C1388496307,11167
C1388499432,11168
C1388535596,11169
C138856741,11170
C1388629755,11171
C1388655426,11172
C1388671225,11173
C1388742949,11174
C1388809463,11175
C1388858199,11176
C1388958672,11177
C1388972756,11178
C1388982870,11179
C138905202,11180
C1389120598,11181
C1389172117,11182
C1389187550,11183
C1389208765,11184
C1389235501,11185
C1389257852,11186
C1389260948,11187
C1389304681,11188
C138933223,11189
C1389348402,11190
C1389366725,11191
C1389405694,11192
C1389432760,11193
C1389437419,11194
C1389453324,11195
C1389471801,11196
C1389503752,11197
C1389506638,11198
C1389509050,11199
C138953245,11200
C1389536019,11201
C138956422,11202
C1389593843,11203
C1389632167,11204
C1389705878,11205
C1389725843,11206
C1389729031,11207
C1389774257,11208
C1389806161,11209
C1389878317,11210
C1389927893,11211
C138993059,11212
C1389984438,11213
C1389988979,11214
C138999517,11215
C1390047894,11216
C1390121014,11217
C1390149084,11218
C1390178738,11219
C1390301622,11220
C1390304398,11221
C1390318577,11222
C1390351351,11223
C1390358265,11224
C1390430007,11225
C1390540603,11226
C1390553361,11227
C1390572293,11228
C1390576101,11229
C13905779,11230
C1390602874,11231
C1390654363,11232
C1390694257,11233
C1390725726,11234
C1390758570,11235
C1390783857,11236
C139083423,11237
C1390913202,11238
C1390943297,11239
C1390969620,11240
C1391015574,11241
C139101588,11242
C139105765,11243
C1391058188,11244
C1391067753,11245
C1391209046,11246
C1391221670,11247
C1391240208,11248
C1391249801,11249
C139125992,11250
C1391268303,11251
C1391364231,11252
C1391382724,11253
C1391412309,11254
C1391435462,11255
C1391471814,11256
C1391502123,11257
C139152529,11258
C1391532362,11259
C1391554969,11260
C1391691688,11261
C1391699527,11262
C1391708169,11263
C1391760957,11264
C1391818342,11265
C1391916992,11266
C1392027380,11267
C1392038944,11268
C1392148322,11269
C1392163687,11270
C1392187588,11271
C1392271025,11272
C1392534789,11273
C1392581421,11274
C1392601896,11275
C1392759232,11276
C1392780635,11277
C1392837554,11278
C1392837736,11279
C1392862229,11280
C1392896460,11281
C1392910630,11282
C1393007334,11283
C1393013968,11284
C1393016084,11285
C1393022790,11286
C1393056864,11287
C1393060828,11288
C1393074562,11289
C1393081541,11290
C1393112209,11291
C1393131176,11292
C139317549,11293
C1393198164,11294
C1393284987,11295
C139330473,11296
C1393337316,11297
C1393348207,11298
C1393391617,11299
C1393410696,11300
C1393428647,11301
C1393434481,11302
C1393446196,11303
C1393462160,11304
C1393474880,11305
C1393484058,11306
C1393484427,11307
C1393561249,11308
C1393582645,11309
C1393719384,11310
C1393758501,11311
C139376616,11312
C1393795207,11313
C1393828949,11314
C1393830871,11315
C139384775,11316
C1393853845,11317
C139388030,11318
C1393889063,11319
C1393947372,11320
C1393962652,11321
C1394010463,11322
C1394046109,11323
C1394127481,11324
C1394198167,11325
C1394215107,11326
C1394242899,11327
C1394243707,11328
C1394280842,11329
C1394300147,11330
C1394343499,11331
C1394432425,11332
C1394462067,11333
C1394492974,11334
C1394515094,11335
C1394526584,11336
C1394607686,11337
C1394612672,11338
C1394721877,11339
C1394738759,11340
C1394754407,11341
C1394755573,11342
C1394848877,11343
C1394875919,11344
C139490047,11345
C1394960202,11346
C1394994726,11347
C1395071924,11348
C13950734,11349
C1395073533,11350
C1395098450,11351
C1395165116,11352
C1395173825,11353
C1395250706,11354
C1395262169,11355
C139527382,11356
C1395308091,11357
C1395314941,11358
C1395508609,11359
C1395523773,11360
C1395529298,11361
C1395543834,11362
C1395590914,11363
C1395606853,11364
C1395709823,11365
C1395711090,11366
C1395724466,11367
C1395746279,11368
C1395746800,11369
C1395825627,11370
C1395842789,11371
C1395906282,11372
C1395912847,11373
C1395919405,11374
C1395952429,11375
C1395954861,11376
C1395957862,11377
C1395959888,11378
C1395964725,11379
C1395989509,11380
C1396079233,11381
C1396105935,11382
C1396127535,11383
C1396280262,11384
C1396297158,11385
C1396320248,11386
C1396323889,11387
C1396335664,11388
C1396342045,11389
C1396385390,11390
C1396528803,11391
C1396601788,11392
C1396755641,11393
C1396783642,11394
C1396801698,11395
C1396804800,11396
C1396827930,11397
C1396851684,11398
C139688944,11399
C139692984,11400
C1396950834,11401
C1396956955,11402
C1396960410,11403
C1396960830,11404
C1396971118,11405
C1396990912,11406
C1397052719,11407
C1397088232,11408
C1397098388,11409
C1397154577,11410
C1397252850,11411
C1397283620,11412
C1397297735,11413
C139733562,11414
C1397363817,11415
C1397368945,11416
C139740222,11417
C1397504925,11418
C1397516135,11419
C1397532447,11420
C1397548011,11421
C1397571618,11422
C1397585850,11423
C1397598291,11424
C1397643446,11425
C139777755,11426
C1397813881,11427
C139783443,11428
C1397837928,11429
C1397847862,11430
C1397870831,11431
C1397932972,11432
C139793331,11433
C1397943550,11434
C1397951835,11435
C1397978526,11436
C1397998595,11437
C1398005001,11438
C1398012670,11439
C1398043456,11440
C1398047851,11441
C1398072224,11442
C1398122668,11443
C1398163306,11444
C1398180675,11445
C1398185213,11446
C1398214655,11447
C1398259417,11448
C1398260359,11449
C1398263365,11450
C1398264205,11451
C1398327546,11452
C1398334494,11453
C1398370724,11454
C1398391020,11455
C1398399632,11456
C1398464310,11457
C1398479590,11458
C1398497898,11459
C1398508580,11460
C1398530689,11461
C1398568865,11462
C1398628709,11463
C1398635761,11464
C1398653476,11465
C1398725538,11466
C1398802992,11467
C13989603,11468
C1398964439,11469
C1398998658,11470
C1399076476,11471
C1399147309,11472
C139915767,11473
C139921176,11474
C1399215965,11475
C1399235759,11476
C1399242380,11477
C1399313519,11478
C1399333654,11479
C1399359912,11480
C1399398408,11481
C1399399545,11482
C1399657787,11483
C1399756933,11484
C1399801248,11485
C1399871029,11486
C1399902352,11487
C1399942225,11488
C1399962192,11489
C1399983549,11490
C1400024640,11491
C1400047826,11492
C1400154097,11493
C1400181362,11494
C1400237939,11495
C1400375971,11496
C1400396298,11497
C140040372,11498
C1400414901,11499
C1400419820,11500
C1400462294,11501
C1400481658,11502
C1400572045,11503
C1400582895,11504
C1400599014,11505
C1400627184,11506
C140074034,11507
C140075364,11508
C1400802531,11509
C1400804351,11510
C1400968054,11511
C1400999280,11512
C1401015734,11513
C1401095299,11514
C140110402,11515
C1401122868,11516
C1401141142,11517
C1401167896,11518
C1401201610,11519
C1401212518,11520
C1401222473,11521
C140122642,11522
C1401239734,11523
C1401254606,11524
C1401295795,11525
C1401316767,11526
C1401398870,11527
C1401428142,11528
C1401443236,11529
C1401483259,11530
C1401488850,11531
C1401564942,11532
C1401630089,11533
C1401702855,11534
C1401720015,11535
C1401721023,11536
C1401734338,11537
C1401737458,11538
C1401758472,11539
C1401779890,11540
C1401822122,11541
C1401859994,11542
C1401892343,11543
C1401927521,11544
C140193335,11545
C1401980462,11546
C1402049606,11547
C1402108580,11548
C1402121191,11549
C140212656,11550
C140214676,11551
C1402154834,11552
C1402174406,11553
C1402267465,11554
C1402293619,11555
C1402333753,11556
C1402400433,11557
C140242468,11558
C1402426640,11559
C1402467446,11560
C1402483410,11561
C1402531280,11562
C1402545110,11563
C140267437,11564
C1402701580,11565
C14027428,11566
C1402751024,11567
C140277754,11568
C1402891882,11569
C1402918135,11570
C1402923025,11571
C1402942687,11572
C1402976323,11573
C1403021234,11574
C1403032934,11575
C1403076298,11576
C1403086060,11577
C1403106095,11578
C1403109821,11579
C1403138931,11580
C1403139019,11581
C1403252075,11582
C1403255947,11583
C1403282300,11584
C1403325194,11585
C1403327505,11586
C140332829,11587
C140335462,11588
C1403368719,11589
C1403405730,11590
C140341307,11591
C1403425557,11592
C1403439495,11593
C1403442684,11594
C140345428,11595
C1403541680,11596
C1403563997,11597
C1403649277,11598
C1403662615,11599
C1403684535,11600
C1403690606,11601
C1403698923,11602
C1403716230,11603
C1403780103,11604
C1403808692,11605
C1403896065,11606
C1403899667,11607
C1403903673,11608
C1403904037,11609
C1403924920,11610
C1403933647,11611
C1403990102,11612
C1404003954,11613
C140404585,11614
C1404112538,11615
C1404140575,11616
C1404161875,11617
C1404192027,11618
C140429902,11619
C1404354010,11620
C1404402130,11621
C1404415352,11622
C1404437076,11623
C1404566631,11624
C1404582039,11625
C1404592091,11626
C1404669942,11627
C1404671279,11628
C1404703093,11629
C1404748185,11630
C1404756143,11631
C1404756858,11632
C1404762404,11633
C1404803059,11634
C1404821790,11635
C1404834600,11636
C1404875064,11637
C1404913868,11638
C1404930694,11639
C1404945237,11640
C1404949156,11641
C1405013527,11642
C1405055124,11643
C14050562,11644
C1405059612,11645
C1405137268,11646
C1405138062,11647
C1405161700,11648
C1405220014,11649
C1405286515,11650
C1405375316,11651
C140547035,11652
C1405548909,11653
C1405565869,11654
C1405680837,11655
C1405702808,11656
C1405722418,11657
C14057327,11658
C1405755439,11659
C1405821616,11660
C1405824546,11661
C1405832272,11662
C1405839580,11663
C1405843902,11664
C1405855903,11665
C1405904323,11666
C1405933973,11667
C1405995128,11668
C1406004470,11669
C1406018450,11670
C1406019578,11671
C1406026215,11672
C1406032994,11673
C140604320,11674
C1406114969,11675
C1406160909,11676
C1406190376,11677
C1406193485,11678
C1406206626,11679
C1406220834,11680
C1406221524,11681
C1406248100,11682
C1406253491,11683
C1406255464,11684
C1406258565,11685
C1406260873,11686
C1406293991,11687
C1406324738,11688
C1406333164,11689
C1406346810,11690
C1406366008,11691
C1406418838,11692
C1406422650,11693
C1406456995,11694
C1406469594,11695
C1406607461,11696
C1406651926,11697
C140665905,11698
C1406670586,11699
C1406684524,11700
C1406696237,11701
C1406734474,11702
C1406736351,11703
C1406749291,11704
C1406763631,11705
C1406848276,11706
C1406873012,11707
C1406904322,11708
C1407003104,11709
C1407009494,11710
C140702728,11711
C1407039519,11712
C1407070222,11713
C1407083386,11714
C1407101685,11715
C1407117218,11716
C1407126742,11717
C1407153638,11718
C140716415,11719
C1407167674,11720
C1407188988,11721
C1407217243,11722
C1407219659,11723
C1407241444,11724
C1407280813,11725
C1407308329,11726
C1407316449,11727
C1407324654,11728
C140736469,11729
C140737604,11730
C1407467066,11731
C1407488324,11732
C1407522628,11733
C1407538180,11734
C1407548654,11735
C1407559573,11736
C1407591542,11737
C1407596975,11738
C1407624947,11739
C1407713529,11740
C1407721609,11741
C1407729328,11742
C1407795127,11743
C1407797268,11744
C1407804644,11745
C1407812997,11746
C1407986024,11747
C1408069042,11748
C1408126488,11749
C1408266537,11750
C1408279755,11751
C1408290972,11752
C1408293190,11753
C1408337297,11754
C140836656,11755
C1408378230,11756
C1408400561,11757
C1408474568,11758
C1408488252,11759
C1408501022,11760
C1408533352,11761
C1408538096,11762
C1408565546,11763
C1408588396,11764
C140863720,11765
C1408694807,11766
C1408709078,11767
C140872617,11768
C1408769771,11769
C1408879806,11770
C1408882705,11771
C1408964781,11772
C1408974363,11773
C1409004212,11774
C1409068927,11775
C1409091101,11776
C1409112532,11777
C1409291720,11778
C1409342262,11779
C1409342334,11780
C1409369647,11781
C1409418028,11782
C1409422014,11783
C1409471199,11784
C1409500200,11785
C1409594744,11786
C1409742105,11787
C1409758565,11788
C1409774814,11789
C1409861261,11790
C1409865683,11791
C1409875105,11792
C1409933277,11793
C1409995835,11794
C1410065540,11795
C1410084467,11796
C1410165377,11797
C1410168960,11798
C1410191290,11799
C1410223884,11800
C1410250999,11801
C141032790,11802
C1410367298,11803
C1410414583,11804
C1410420147,11805
C1410436031,11806
C1410508742,11807
C1410514922,11808
C1410542639,11809
C1410571376,11810
C1410669831,11811
C1410686574,11812
C141070200,11813
C1410718425,11814
C1410857068,11815
C1410894140,11816
C1410906348,11817
C1410907666,11818
C1410965624,11819
C1410986075,11820
C141110631,11821
C1411134174,11822
C1411151613,11823
C1411160890,11824
C1411176063,11825
C1411206783,11826
C1411222174,11827
C1411241565,11828
C1411265341,11829
C1411350942,11830
C141136008,11831
C1411375276,11832
C1411394664,11833
C1411441854,11834
C1411451832,11835
C1411467451,11836
C1411470860,11837
C1411476926,11838
C1411531045,11839
C1411543296,11840
C1411544406,11841
C1411545867,11842
C1411549761,11843
C1411553285,11844
C1411555753,11845
C1411614603,11846
C1411718690,11847
C1411721054,11848
C1411731726,11849
C1411751984,11850
C1411770843,11851
C1411828534,11852
C1411830789,11853
C1411840162,11854
C1411863742,11855
C1411870849,11856
C1411907389,11857
C1411932641,11858
C1411932985,11859
C1411948748,11860
C1411994223,11861
C1411997308,11862
C1412029297,11863
C1412042640,11864
C1412095226,11865
C1412095950,11866
C1412099612,11867
C1412110965,11868
C1412114351,11869
C1412119529,11870
C141213117,11871
C1412147005,11872
C1412155700,11873
C1412192129,11874
C1412194661,11875
C1412195801,11876
C1412203893,11877
C1412322831,11878
C1412417153,11879
C1412545627,11880
C1412589862,11881
C1412600960,11882
C14126182,11883
C1412646020,11884
C1412655478,11885
C1412656257,11886
C141267358,11887
C1412764055,11888
C1412774833,11889
C1412834386,11890
C1412857406,11891
C1412888459,11892
C1412930062,11893
C141293835,11894
C1412950730,11895
C1412993013,11896
C1413020227,11897
C1413023232,11898
C1413030734,11899
C1413033701,11900
C1413055366,11901
C1413136929,11902
C1413178953,11903
C1413230197,11904
C1413259425,11905
C1413279213,11906
C1413295859,11907
C1413304672,11908
C1413315774,11909
C1413473944,11910
C1413476894,11911
C1413487694,11912
C1413499148,11913
C1413510281,11914
C1413569845,11915
C1413651097,11916
C1413655755,11917
C1413677222,11918
C1413701174,11919
C141370385,11920
C1413795240,11921
C1413845892,11922
C1413871034,11923
C1413877603,11924
C1413878763,11925
C1413886135,11926
C1413886848,11927
C141388791,11928
C1413952420,11929
C1414007756,11930
C1414035146,11931
C1414084413,11932
C1414097965,11933
C1414116668,11934
C1414128792,11935
C1414335618,11936
C1414411897,11937
C1414431049,11938
C1414447774,11939
C1414476779,11940
C1414529337,11941
C1414530383,11942
C141453473,11943
C1414581773,11944
C141458554,11945
C1414634868,11946
C1414672928,11947
C1414732647,11948
C1414733206,11949
C1414744767,11950
C1414763289,11951
C141479041,11952
C1414791530,11953
C1414803985,11954
C1414819070,11955
C141484792,11956
C1414876374,11957
C1414919255,11958
C1414963218,11959
C1414992442,11960
C141499586,11961
C1415045789,11962
C1415068326,11963
C1415104286,11964
C141512742,11965
C1415139872,11966
C1415209260,11967
C1415242562,11968
C1415268843,11969
C1415274192,11970
C1415348434,11971
C1415375214,11972
C1415380443,11973
C1415390560,11974
C1415451167,11975
C1415499874,11976
C1415545023,11977
C1415611350,11978
C1415621552,11979
C1415624532,11980
C1415628389,11981
C1415645767,11982
C1415673581,11983
C1415690008,11984
C141574460,11985
C1415784869,11986
C1415792888,11987
C1415812333,11988
C1415899944,11989
C1415930398,11990
C1415985691,11991
C1416013849,11992
C1416016390,11993
C1416038526,11994
C1416097444,11995
C1416122263,11996
C1416152350,11997
C1416175498,11998
C1416206339,11999
C1416220329,12000
C1416238194,12001
C1416272227,12002
C1416278059,12003
C1416289423,12004
C1416321571,12005
C1416354842,12006
C1416358974,12007
C1416371491,12008
C1416398965,12009
C1416489954,12010
C1416520149,12011
C141653335,12012
C1416549024,12013
C1416590814,12014
C1416697900,12015
C1416721448,12016
C1416765285,12017
C1416805492,12018
C1416807034,12019
C1416884173,12020
C1416917726,12021
C1417067453,12022
C1417086791,12023
C1417100625,12024
C1417109273,12025
C1417128603,12026
C1417148468,12027
C1417190974,12028
C1417218664,12029
C1417232349,12030
C1417234795,12031
C1417250263,12032
C1417306156,12033
C1417325106,12034
C1417332817,12035
C1417349150,12036
C1417413828,12037
C1417414644,12038
C141744147,12039
C1417473289,12040
C1417518343,12041
C1417542511,12042
C1417595647,12043
C1417620904,12044
C1417762702,12045
C1417773125,12046
C1417802244,12047
C1417839110,12048
C1417842001,12049
C1417851690,12050
C1417854124,12051
C1417941371,12052
C1417977676,12053
C1418007884,12054
C1418008300,12055
C1418115174,12056
C1418129042,12057
C14181307,12058
C1418265710,12059
C141828793,12060
C141829478,12061
C1418310135,12062
C1418333576,12063
C1418410694,12064
C1418426880,12065
C1418503959,12066
C1418535732,12067
C1418579872,12068
C1418622705,12069
C1418657013,12070
C141866067,12071
C1418743778,12072
C1418746526,12073
C141885,12074
C1418851979,12075
C1418863004,12076
C1418874670,12077
C1418913315,12078
C1418946506,12079
C1418989345,12080
C1419038539,12081
C1419061550,12082
C1419087309,12083
C1419126544,12084
C1419185472,12085
C1419234020,12086
C1419279825,12087
C1419298165,12088
C1419306383,12089
C1419319247,12090
C1419321039,12091
C1419332030,12092
C1419398272,12093
C1419434686,12094
C1419454167,12095
C1419454186,12096
C1419544665,12097
C1419580670,12098
C1419600445,12099
C1419640968,12100
C1419642666,12101
C1419710944,12102
C1419765033,12103
C1419794148,12104
C1419833501,12105
C1419851027,12106
C1419857257,12107
C1419857464,12108
C1419886138,12109
C1419891636,12110
C1419901502,12111
C141992883,12112
C1419947866,12113
C1419964942,12114
C1419982552,12115
C1420004577,12116
C1420012431,12117
C1420114040,12118
C1420119684,12119
C1420128907,12120
C1420171402,12121
C1420196421,12122
C1420257561,12123
C1420257993,12124
C1420284345,12125
C1420300322,12126
C1420308059,12127
C1420355579,12128
C1420356843,12129
C1420395352,12130
C1420413752,12131
C1420461317,12132
C1420506721,12133
C142050837,12134
C1420517483,12135
C1420606127,12136
C1420715119,12137
C1420736575,12138
C1420746562,12139
C1420803681,12140
C1420810053,12141
C142087409,12142
C142089023,12143
C1420934487,12144
C1420934890,12145
C1420945290,12146
C1421016152,12147
C142103421,12148
C1421063256,12149
C1421071963,12150
C1421085030,12151
C1421089055,12152
C1421101177,12153
C1421109440,12154
C1421182210,12155
C1421211318,12156
C1421212045,12157
C1421216381,12158
C1421282384,12159
C1421321978,12160
C1421330107,12161
C1421352162,12162
C1421367050,12163
