node,degree,pagerank,clustering_coeff,tx_count,total_amount,avg_amount,max_amount,std_amount,tx_frequency
12474,1,8e-06,0,1.0,32966.31,32966.31,32966.31,0.0,1.0
12475,1,1.3e-05,0,1.0,9798.93,9798.93,9798.93,0.0,1.0
12476,1,1.3e-05,0,1.0,2426.22,2426.22,2426.22,0.0,1.0
12477,1,8e-06,0,1.0,603840.63,603840.63,603840.63,0.0,1.0
12478,1,8e-06,0,1.0,560356.16,560356.16,560356.16,0.0,1.0
12479,1,8e-06,0,1.0,51121.05,51121.05,51121.05,0.0,1.0
12480,1,1e-05,0,1.0,45130.41,45130.41,45130.41,0.0,1.0
12481,1,1.3e-05,0,1.0,21187.41,21187.41,21187.41,0.0,1.0
12482,1,8e-06,0,1.0,486523.99,486523.99,486523.99,0.0,1.0
12483,1,8e-06,0,1.0,525.22,525.22,525.22,0.0,1.0
12484,1,1.3e-05,0,1.0,24297.59,24297.59,24297.59,0.0,1.0
12485,1,8e-06,0,1.0,146091.63,146091.63,146091.63,0.0,1.0
12486,1,1.3e-05,0,1.0,9678.58,9678.58,9678.58,0.0,1.0
12487,1,9e-06,0,1.0,576177.29,576177.29,576177.29,0.0,1.0
12488,1,1.3e-05,0,1.0,10167.26,10167.26,10167.26,0.0,1.0
12489,1,9e-06,0,1.0,260316.95,260316.95,260316.95,0.0,1.0
12490,1,1.3e-05,0,1.0,11496.9,11496.9,11496.9,0.0,1.0
12491,1,1.3e-05,0,1.0,18968.31,18968.31,18968.31,0.0,1.0
12492,1,1.3e-05,0,1.0,4988.61,4988.61,4988.61,0.0,1.0
12493,1,8e-06,0,1.0,215057.58,215057.58,215057.58,0.0,1.0
12494,1,1.3e-05,0,1.0,13665.86,13665.86,13665.86,0.0,1.0
12495,1,9e-06,0,1.0,116709.24,116709.24,116709.24,0.0,1.0
12496,1,8e-06,0,1.0,215344.3,215344.3,215344.3,0.0,1.0
12497,1,9e-06,0,1.0,14529.23,14529.23,14529.23,0.0,1.0
12498,1,9e-06,0,1.0,11123.69,11123.69,11123.69,0.0,1.0
12499,1,8e-06,0,1.0,288329.52,288329.52,288329.52,0.0,1.0
12500,1,8e-06,0,1.0,242522.95,242522.95,242522.95,0.0,1.0
12501,1,1.3e-05,0,1.0,12123.31,12123.31,12123.31,0.0,1.0
12502,1,1.3e-05,0,1.0,3506.64,3506.64,3506.64,0.0,1.0
12503,1,1e-05,0,1.0,93946.53,93946.53,93946.53,0.0,1.0
12504,1,1e-05,0,1.0,78075.27,78075.27,78075.27,0.0,1.0
12505,7,4.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12506,1,1.3e-05,0,1.0,15470.9,15470.9,15470.9,0.0,1.0
12507,1,1.3e-05,0,1.0,10692.64,10692.64,10692.64,0.0,1.0
12508,1,9e-06,0,1.0,96171.69,96171.69,96171.69,0.0,1.0
12509,2,1.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12510,1,1.3e-05,0,1.0,202243.27,202243.27,202243.27,0.0,1.0
12511,1,1.3e-05,0,1.0,5653.02,5653.02,5653.02,0.0,1.0
12512,1,1.3e-05,0,1.0,9823.73,9823.73,9823.73,0.0,1.0
12513,1,9e-06,0,1.0,102139.93,102139.93,102139.93,0.0,1.0
12514,1,9e-06,0,1.0,216270.59,216270.59,216270.59,0.0,1.0
12515,1,1.3e-05,0,1.0,642.27,642.27,642.27,0.0,1.0
12516,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12517,1,8e-06,0,1.0,112279.72,112279.72,112279.72,0.0,1.0
12518,1,1.3e-05,0,1.0,4417.48,4417.48,4417.48,0.0,1.0
12519,1,8e-06,0,1.0,55386.53,55386.53,55386.53,0.0,1.0
12520,1,1.3e-05,0,1.0,892.02,892.02,892.02,0.0,1.0
12521,1,9e-06,0,1.0,177326.96,177326.96,177326.96,0.0,1.0
12522,1,1.3e-05,0,1.0,12787.03,12787.03,12787.03,0.0,1.0
12523,1,1.3e-05,0,1.0,13062.45,13062.45,13062.45,0.0,1.0
12524,1,1.3e-05,0,1.0,1012.84,1012.84,1012.84,0.0,1.0
12525,1,1.3e-05,0,1.0,7150.7,7150.7,7150.7,0.0,1.0
12526,1,9e-06,0,1.0,19306.83,19306.83,19306.83,0.0,1.0
12527,1,8e-06,0,1.0,342337.17,342337.17,342337.17,0.0,1.0
12528,4,2.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12529,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12530,1,1.3e-05,0,1.0,409.14,409.14,409.14,0.0,1.0
12531,1,1.3e-05,0,1.0,20667.76,20667.76,20667.76,0.0,1.0
12532,1,9e-06,0,1.0,371101.09,371101.09,371101.09,0.0,1.0
12533,1,8e-06,0,1.0,24433.25,24433.25,24433.25,0.0,1.0
12534,1,1.3e-05,0,1.0,42535.39,42535.39,42535.39,0.0,1.0
12535,1,1e-05,0,1.0,100769.58,100769.58,100769.58,0.0,1.0
12536,1,8e-06,0,1.0,154618.93,154618.93,154618.93,0.0,1.0
12537,1,1e-05,0,1.0,548205.36,548205.36,548205.36,0.0,1.0
12538,1,1.3e-05,0,1.0,11101.47,11101.47,11101.47,0.0,1.0
12539,1,1.3e-05,0,1.0,44401.43,44401.43,44401.43,0.0,1.0
12540,2,1.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12541,1,1.3e-05,0,1.0,9702.84,9702.84,9702.84,0.0,1.0
12542,1,1e-05,0,1.0,191166.74,191166.74,191166.74,0.0,1.0
12543,1,8e-06,0,1.0,159755.61,159755.61,159755.61,0.0,1.0
12544,1,1.3e-05,0,1.0,369.31,369.31,369.31,0.0,1.0
12545,1,1.3e-05,0,1.0,27383.84,27383.84,27383.84,0.0,1.0
12546,1,8e-06,0,1.0,149038.75,149038.75,149038.75,0.0,1.0
12547,1,1.3e-05,0,1.0,33298.72,33298.72,33298.72,0.0,1.0
12548,1,8e-06,0,1.0,541492.86,541492.86,541492.86,0.0,1.0
12549,1,9e-06,0,1.0,277447.82,277447.82,277447.82,0.0,1.0
12550,3,2.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12551,1,1.3e-05,0,1.0,6933.5,6933.5,6933.5,0.0,1.0
12552,1,8e-06,0,1.0,19318.58,19318.58,19318.58,0.0,1.0
12553,1,8e-06,0,1.0,1103800.01,1103800.01,1103800.01,0.0,1.0
12554,1,8e-06,0,1.0,85096.36,85096.36,85096.36,0.0,1.0
12555,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12556,1,9e-06,0,1.0,306102.95,306102.95,306102.95,0.0,1.0
12557,1,1.3e-05,0,1.0,7929.49,7929.49,7929.49,0.0,1.0
12558,1,1.3e-05,0,1.0,5783.05,5783.05,5783.05,0.0,1.0
12559,1,1.3e-05,0,1.0,10918.98,10918.98,10918.98,0.0,1.0
12560,1,1.3e-05,0,1.0,3035.35,3035.35,3035.35,0.0,1.0
12561,1,8e-06,0,1.0,240838.08,240838.08,240838.08,0.0,1.0
12562,1,1.3e-05,0,1.0,7188.94,7188.94,7188.94,0.0,1.0
12563,1,8e-06,0,1.0,155075.41,155075.41,155075.41,0.0,1.0
12564,1,1.3e-05,0,1.0,24076.61,24076.61,24076.61,0.0,1.0
12565,1,1.3e-05,0,1.0,9944.1,9944.1,9944.1,0.0,1.0
12566,1,9e-06,0,1.0,211132.13,211132.13,211132.13,0.0,1.0
12567,1,1.3e-05,0,1.0,3140.55,3140.55,3140.55,0.0,1.0
12568,1,9e-06,0,1.0,264434.77,264434.77,264434.77,0.0,1.0
12569,1,1.3e-05,0,1.0,11480.93,11480.93,11480.93,0.0,1.0
12570,1,1.3e-05,0,1.0,469399.1,469399.1,469399.1,0.0,1.0
12571,7,4.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12572,1,1.3e-05,0,1.0,5201.07,5201.07,5201.07,0.0,1.0
12573,1,1.3e-05,0,1.0,8349.68,8349.68,8349.68,0.0,1.0
12574,3,2.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12575,1,8e-06,0,1.0,37100.48,37100.48,37100.48,0.0,1.0
12576,1,1.3e-05,0,1.0,2063.63,2063.63,2063.63,0.0,1.0
12577,2,1.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12578,1,8e-06,0,1.0,346585.38,346585.38,346585.38,0.0,1.0
12579,1,9e-06,0,1.0,33396.16,33396.16,33396.16,0.0,1.0
12580,1,1.3e-05,0,1.0,14957.57,14957.57,14957.57,0.0,1.0
12581,1,1.3e-05,0,1.0,7466.06,7466.06,7466.06,0.0,1.0
12582,1,8e-06,0,1.0,505434.1,505434.1,505434.1,0.0,1.0
12583,1,9e-06,0,1.0,94593.92,94593.92,94593.92,0.0,1.0
12584,1,8e-06,0,1.0,16857.86,16857.86,16857.86,0.0,1.0
12585,1,9e-06,0,1.0,595846.21,595846.21,595846.21,0.0,1.0
12586,1,8e-06,0,1.0,1128325.69,1128325.69,1128325.69,0.0,1.0
12587,1,1.3e-05,0,1.0,6319.96,6319.96,6319.96,0.0,1.0
12588,1,9e-06,0,1.0,120817.36,120817.36,120817.36,0.0,1.0
12589,1,1.3e-05,0,1.0,2976.86,2976.86,2976.86,0.0,1.0
12590,1,8e-06,0,1.0,133521.48,133521.48,133521.48,0.0,1.0
12591,1,1.3e-05,0,1.0,7884.87,7884.87,7884.87,0.0,1.0
12592,1,8e-06,0,1.0,28990.69,28990.69,28990.69,0.0,1.0
12593,1,1.3e-05,0,1.0,10342.13,10342.13,10342.13,0.0,1.0
12594,1,1.3e-05,0,1.0,14397.79,14397.79,14397.79,0.0,1.0
12595,1,1.3e-05,0,1.0,5144.47,5144.47,5144.47,0.0,1.0
12596,1,8e-06,0,1.0,276885.49,276885.49,276885.49,0.0,1.0
12597,1,8e-06,0,1.0,104136.75,104136.75,104136.75,0.0,1.0
12598,1,1.3e-05,0,1.0,13312.79,13312.79,13312.79,0.0,1.0
12599,1,8e-06,0,1.0,4052.63,4052.63,4052.63,0.0,1.0
12600,1,1.3e-05,0,1.0,19328.67,19328.67,19328.67,0.0,1.0
12601,1,9e-06,0,1.0,18998.75,18998.75,18998.75,0.0,1.0
12602,1,8e-06,0,1.0,13450.25,13450.25,13450.25,0.0,1.0
12603,1,1e-05,0,1.0,231474.19,231474.19,231474.19,0.0,1.0
12604,1,1.3e-05,0,1.0,10515.94,10515.94,10515.94,0.0,1.0
12605,1,8e-06,0,1.0,123586.4,123586.4,123586.4,0.0,1.0
12606,1,9e-06,0,1.0,160759.73,160759.73,160759.73,0.0,1.0
12607,1,1.3e-05,0,1.0,4154.21,4154.21,4154.21,0.0,1.0
12608,1,1.3e-05,0,1.0,8524.52,8524.52,8524.52,0.0,1.0
12609,1,9e-06,0,1.0,46086.74,46086.74,46086.74,0.0,1.0
12610,14,7.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12611,15,8.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12612,1,8e-06,0,1.0,201464.96,201464.96,201464.96,0.0,1.0
12613,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12614,1,8e-06,0,1.0,21472.02,21472.02,21472.02,0.0,1.0
12615,1,1.3e-05,0,1.0,13243.93,13243.93,13243.93,0.0,1.0
12616,1,1.3e-05,0,1.0,417.47,417.47,417.47,0.0,1.0
12617,1,8e-06,0,1.0,1465846.48,1465846.48,1465846.48,0.0,1.0
12618,5,3.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12619,1,8e-06,0,1.0,66576.08,66576.08,66576.08,0.0,1.0
12620,1,1.3e-05,0,1.0,19767.86,19767.86,19767.86,0.0,1.0
12621,1,1.3e-05,0,1.0,12862.04,12862.04,12862.04,0.0,1.0
12622,1,1.3e-05,0,1.0,10310.77,10310.77,10310.77,0.0,1.0
12623,1,9e-06,0,1.0,1088222.56,1088222.56,1088222.56,0.0,1.0
12624,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12625,1,8e-06,0,1.0,70915.0,70915.0,70915.0,0.0,1.0
12626,1,8e-06,0,1.0,1223547.78,1223547.78,1223547.78,0.0,1.0
12627,1,8e-06,0,1.0,973619.91,973619.91,973619.91,0.0,1.0
12628,1,1.3e-05,0,1.0,15080.72,15080.72,15080.72,0.0,1.0
12629,1,8e-06,0,1.0,319400.83,319400.83,319400.83,0.0,1.0
12630,1,8e-06,0,1.0,203976.08,203976.08,203976.08,0.0,1.0
12631,1,1.3e-05,0,1.0,437739.67,437739.67,437739.67,0.0,1.0
12632,1,1.3e-05,0,1.0,33283.81,33283.81,33283.81,0.0,1.0
12633,1,8e-06,0,1.0,113161.97,113161.97,113161.97,0.0,1.0
12634,1,1.3e-05,0,1.0,5427.12,5427.12,5427.12,0.0,1.0
12635,1,9e-06,0,1.0,145899.7,145899.7,145899.7,0.0,1.0
12636,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12637,1,1.3e-05,0,1.0,7955.58,7955.58,7955.58,0.0,1.0
12638,1,1.3e-05,0,1.0,9857.31,9857.31,9857.31,0.0,1.0
12639,3,2.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12640,4,2.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12641,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12642,1,9e-06,0,1.0,1155545.92,1155545.92,1155545.92,0.0,1.0
12643,1,1e-05,0,1.0,277513.37,277513.37,277513.37,0.0,1.0
12644,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12645,1,1.3e-05,0,1.0,912.77,912.77,912.77,0.0,1.0
12646,1,1.3e-05,0,1.0,4351.58,4351.58,4351.58,0.0,1.0
12647,2,1.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12648,1,1.3e-05,0,1.0,9424.92,9424.92,9424.92,0.0,1.0
12649,1,1.3e-05,0,1.0,13124.34,13124.34,13124.34,0.0,1.0
12650,1,1.3e-05,0,1.0,12639.65,12639.65,12639.65,0.0,1.0
12651,1,8e-06,0,1.0,143105.54,143105.54,143105.54,0.0,1.0
12652,1,1.3e-05,0,1.0,228870.2,228870.2,228870.2,0.0,1.0
12653,1,1.3e-05,0,1.0,6689.5,6689.5,6689.5,0.0,1.0
12654,1,1.3e-05,0,1.0,7463.22,7463.22,7463.22,0.0,1.0
12655,1,1.3e-05,0,1.0,11478.14,11478.14,11478.14,0.0,1.0
12656,1,9e-06,0,1.0,250512.71,250512.71,250512.71,0.0,1.0
12657,1,1e-05,0,1.0,69664.7,69664.7,69664.7,0.0,1.0
12658,1,1.3e-05,0,1.0,9770.84,9770.84,9770.84,0.0,1.0
12659,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12660,1,8e-06,0,1.0,40736.29,40736.29,40736.29,0.0,1.0
12661,1,1.3e-05,0,1.0,1101.03,1101.03,1101.03,0.0,1.0
12662,1,8e-06,0,1.0,1063710.68,1063710.68,1063710.68,0.0,1.0
12663,3,2.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12664,1,8e-06,0,1.0,134888.26,134888.26,134888.26,0.0,1.0
12665,1,8e-06,0,1.0,115725.15,115725.15,115725.15,0.0,1.0
12666,1,1.3e-05,0,1.0,12343.16,12343.16,12343.16,0.0,1.0
12667,1,1.3e-05,0,1.0,8936.88,8936.88,8936.88,0.0,1.0
12668,1,1.3e-05,0,1.0,10810.73,10810.73,10810.73,0.0,1.0
12669,1,1.3e-05,0,1.0,16002.86,16002.86,16002.86,0.0,1.0
12670,1,1.3e-05,0,1.0,12445.65,12445.65,12445.65,0.0,1.0
12671,1,8e-06,0,1.0,170227.55,170227.55,170227.55,0.0,1.0
12672,1,1.3e-05,0,1.0,4185.71,4185.71,4185.71,0.0,1.0
12673,1,1e-05,0,1.0,28446.15,28446.15,28446.15,0.0,1.0
12674,1,1.3e-05,0,1.0,7994.07,7994.07,7994.07,0.0,1.0
12675,1,9e-06,0,1.0,2668731.17,2668731.17,2668731.17,0.0,1.0
12676,1,8e-06,0,1.0,147849.9,147849.9,147849.9,0.0,1.0
12677,1,9e-06,0,1.0,244788.64,244788.64,244788.64,0.0,1.0
12678,1,8e-06,0,1.0,1093999.03,1093999.03,1093999.03,0.0,1.0
12679,1,8e-06,0,1.0,2503436.11,2503436.11,2503436.11,0.0,1.0
12680,1,1.3e-05,0,1.0,9521.46,9521.46,9521.46,0.0,1.0
12681,4,2.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12682,1,9e-06,0,1.0,484987.26,484987.26,484987.26,0.0,1.0
12683,1,1.3e-05,0,1.0,15502.37,15502.37,15502.37,0.0,1.0
12684,1,1.3e-05,0,1.0,940.89,940.89,940.89,0.0,1.0
12685,5,3.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12686,2,1.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12687,1,8e-06,0,1.0,415788.9,415788.9,415788.9,0.0,1.0
12688,1,8e-06,0,1.0,80348.81,80348.81,80348.81,0.0,1.0
12689,1,8e-06,0,1.0,237136.02,237136.02,237136.02,0.0,1.0
12690,1,9e-06,0,1.0,11048.91,11048.91,11048.91,0.0,1.0
12691,1,1.3e-05,0,1.0,1324.06,1324.06,1324.06,0.0,1.0
12692,1,1.3e-05,0,1.0,6563.26,6563.26,6563.26,0.0,1.0
12693,1,1.3e-05,0,1.0,4679.91,4679.91,4679.91,0.0,1.0
12694,1,1.3e-05,0,1.0,6937.3,6937.3,6937.3,0.0,1.0
12695,1,1.3e-05,0,1.0,4803.18,4803.18,4803.18,0.0,1.0
12696,1,1.3e-05,0,1.0,10659.71,10659.71,10659.71,0.0,1.0
12697,9,5.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12698,1,8e-06,0,1.0,141528.8,141528.8,141528.8,0.0,1.0
12699,1,1e-05,0,1.0,106151.41,106151.41,106151.41,0.0,1.0
12700,1,1.3e-05,0,1.0,6694.54,6694.54,6694.54,0.0,1.0
12701,1,9e-06,0,1.0,245009.43,245009.43,245009.43,0.0,1.0
12702,1,9e-06,0,1.0,199062.71,199062.71,199062.71,0.0,1.0
12703,1,8e-06,0,1.0,316209.46,316209.46,316209.46,0.0,1.0
12704,1,1.3e-05,0,1.0,24713.38,24713.38,24713.38,0.0,1.0
12705,1,8e-06,0,1.0,202246.61,202246.61,202246.61,0.0,1.0
12706,1,9e-06,0,1.0,133296.13,133296.13,133296.13,0.0,1.0
12707,1,8e-06,0,1.0,345409.34,345409.34,345409.34,0.0,1.0
12708,1,8e-06,0,1.0,87314.1,87314.1,87314.1,0.0,1.0
12709,1,1.3e-05,0,1.0,14182.39,14182.39,14182.39,0.0,1.0
12710,1,8e-06,0,1.0,4203370.0,4203370.0,4203370.0,0.0,1.0
12711,1,8e-06,0,1.0,232501.15,232501.15,232501.15,0.0,1.0
12712,1,1.3e-05,0,1.0,5009.5,5009.5,5009.5,0.0,1.0
12713,1,1.3e-05,0,1.0,21054.36,21054.36,21054.36,0.0,1.0
12714,1,1.3e-05,0,1.0,29551.62,29551.62,29551.62,0.0,1.0
12715,1,1.3e-05,0,1.0,6736.87,6736.87,6736.87,0.0,1.0
12716,1,9e-06,0,1.0,1988744.07,1988744.07,1988744.07,0.0,1.0
12717,1,9e-06,0,1.0,104379.05,104379.05,104379.05,0.0,1.0
12718,1,1e-05,0,1.0,143356.06,143356.06,143356.06,0.0,1.0
12719,1,8e-06,0,1.0,274737.06,274737.06,274737.06,0.0,1.0
12720,1,1.3e-05,0,1.0,5206.23,5206.23,5206.23,0.0,1.0
12721,1,1.3e-05,0,1.0,963532.14,963532.14,963532.14,0.0,1.0
12722,1,1.3e-05,0,1.0,802.42,802.42,802.42,0.0,1.0
12723,1,8e-06,0,1.0,206045.61,206045.61,206045.61,0.0,1.0
12724,1,1.3e-05,0,1.0,40136.45,40136.45,40136.45,0.0,1.0
12725,1,9e-06,0,1.0,924463.55,924463.55,924463.55,0.0,1.0
12726,11,6.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12727,1,1e-05,0,1.0,22346.99,22346.99,22346.99,0.0,1.0
12728,12,6.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12729,1,1.3e-05,0,1.0,2387.09,2387.09,2387.09,0.0,1.0
12730,1,1.3e-05,0,1.0,32270.73,32270.73,32270.73,0.0,1.0
12731,1,8e-06,0,1.0,10887.01,10887.01,10887.01,0.0,1.0
12732,1,1.3e-05,0,1.0,3896.15,3896.15,3896.15,0.0,1.0
12733,1,1.3e-05,0,1.0,10945.02,10945.02,10945.02,0.0,1.0
12734,1,1.3e-05,0,1.0,7788.21,7788.21,7788.21,0.0,1.0
12735,1,1.3e-05,0,1.0,6764.77,6764.77,6764.77,0.0,1.0
12736,1,1.3e-05,0,1.0,5281.48,5281.48,5281.48,0.0,1.0
12737,1,1.3e-05,0,1.0,35711.12,35711.12,35711.12,0.0,1.0
12738,1,1.3e-05,0,1.0,1459.15,1459.15,1459.15,0.0,1.0
12739,1,8e-06,0,1.0,29815.03,29815.03,29815.03,0.0,1.0
12740,1,1.3e-05,0,1.0,31548.31,31548.31,31548.31,0.0,1.0
12741,1,8e-06,0,1.0,520464.72,520464.72,520464.72,0.0,1.0
12742,1,1.3e-05,0,1.0,8344.2,8344.2,8344.2,0.0,1.0
12743,1,8e-06,0,1.0,2983.5,2983.5,2983.5,0.0,1.0
12744,1,8e-06,0,1.0,254227.41,254227.41,254227.41,0.0,1.0
12745,1,1.3e-05,0,1.0,18.34,18.34,18.34,0.0,1.0
12746,1,1e-05,0,1.0,14919.54,14919.54,14919.54,0.0,1.0
12747,1,9e-06,0,1.0,29910.72,29910.72,29910.72,0.0,1.0
12748,1,1.3e-05,0,1.0,12039.23,12039.23,12039.23,0.0,1.0
12749,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12750,1,9e-06,0,1.0,109447.96,109447.96,109447.96,0.0,1.0
12751,1,9e-06,0,1.0,13533.46,13533.46,13533.46,0.0,1.0
12752,1,9e-06,0,1.0,61077.89,61077.89,61077.89,0.0,1.0
12753,1,1.3e-05,0,1.0,15734.0,15734.0,15734.0,0.0,1.0
12754,1,9e-06,0,1.0,226516.3,226516.3,226516.3,0.0,1.0
12755,1,8e-06,0,1.0,897970.51,897970.51,897970.51,0.0,1.0
12756,3,2.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12757,1,1.3e-05,0,1.0,12187.88,12187.88,12187.88,0.0,1.0
12758,1,1.3e-05,0,1.0,10648.06,10648.06,10648.06,0.0,1.0
12759,1,1.3e-05,0,1.0,6644.71,6644.71,6644.71,0.0,1.0
12760,1,1.3e-05,0,1.0,9493.52,9493.52,9493.52,0.0,1.0
12761,2,1.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12762,1,1.3e-05,0,1.0,6005.48,6005.48,6005.48,0.0,1.0
12763,1,8e-06,0,1.0,3303635.04,3303635.04,3303635.04,0.0,1.0
12764,1,1.3e-05,0,1.0,4021.09,4021.09,4021.09,0.0,1.0
12765,1,1.3e-05,0,1.0,1161.34,1161.34,1161.34,0.0,1.0
12766,1,8e-06,0,1.0,264835.88,264835.88,264835.88,0.0,1.0
12767,1,1.3e-05,0,1.0,7319.38,7319.38,7319.38,0.0,1.0
12768,4,2.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12769,1,9e-06,0,1.0,17426.56,17426.56,17426.56,0.0,1.0
12770,1,1.3e-05,0,1.0,4868.54,4868.54,4868.54,0.0,1.0
12771,1,8e-06,0,1.0,779992.88,779992.88,779992.88,0.0,1.0
12772,1,8e-06,0,1.0,67127.12,67127.12,67127.12,0.0,1.0
12773,1,1.3e-05,0,1.0,22104.26,22104.26,22104.26,0.0,1.0
12774,1,1.3e-05,0,1.0,1084.11,1084.11,1084.11,0.0,1.0
12775,1,8e-06,0,1.0,997251.66,997251.66,997251.66,0.0,1.0
12776,1,1.3e-05,0,1.0,3327.97,3327.97,3327.97,0.0,1.0
12777,1,8e-06,0,1.0,305308.38,305308.38,305308.38,0.0,1.0
12778,1,1.3e-05,0,1.0,10902.21,10902.21,10902.21,0.0,1.0
12779,1,9e-06,0,1.0,113400.43,113400.43,113400.43,0.0,1.0
12780,1,1.3e-05,0,1.0,19995.6,19995.6,19995.6,0.0,1.0
12781,1,1.3e-05,0,1.0,150922.18,150922.18,150922.18,0.0,1.0
12782,1,8e-06,0,1.0,154501.32,154501.32,154501.32,0.0,1.0
12783,1,1.3e-05,0,1.0,1460.0,1460.0,1460.0,0.0,1.0
12784,1,1.3e-05,0,1.0,12813.98,12813.98,12813.98,0.0,1.0
12785,1,8e-06,0,1.0,299875.99,299875.99,299875.99,0.0,1.0
12786,1,9e-06,0,1.0,181020.85,181020.85,181020.85,0.0,1.0
12787,1,1.3e-05,0,1.0,4000.93,4000.93,4000.93,0.0,1.0
12788,1,8e-06,0,1.0,78749.2,78749.2,78749.2,0.0,1.0
12789,1,8e-06,0,1.0,652929.05,652929.05,652929.05,0.0,1.0
12790,1,8e-06,0,1.0,170689.79,170689.79,170689.79,0.0,1.0
12791,1,1.3e-05,0,1.0,5379.09,5379.09,5379.09,0.0,1.0
12792,1,9e-06,0,1.0,196133.89,196133.89,196133.89,0.0,1.0
12793,1,1.3e-05,0,1.0,5144.84,5144.84,5144.84,0.0,1.0
12794,1,1.3e-05,0,1.0,1988.49,1988.49,1988.49,0.0,1.0
12795,1,1.3e-05,0,1.0,282902.32,282902.32,282902.32,0.0,1.0
12796,1,1.3e-05,0,1.0,13292.02,13292.02,13292.02,0.0,1.0
12797,1,9e-06,0,1.0,46485.22,46485.22,46485.22,0.0,1.0
12798,1,9e-06,0,1.0,2179274.8,2179274.8,2179274.8,0.0,1.0
12799,1,9e-06,0,1.0,49698.07,49698.07,49698.07,0.0,1.0
12800,1,1e-05,0,1.0,63929.77,63929.77,63929.77,0.0,1.0
12801,1,8e-06,0,1.0,107176.1,107176.1,107176.1,0.0,1.0
12802,1,8e-06,0,1.0,1091074.48,1091074.48,1091074.48,0.0,1.0
12803,1,1.3e-05,0,1.0,583.01,583.01,583.01,0.0,1.0
12804,1,8e-06,0,1.0,267287.85,267287.85,267287.85,0.0,1.0
12805,1,9e-06,0,1.0,31976.95,31976.95,31976.95,0.0,1.0
12806,1,8e-06,0,1.0,117266.06,117266.06,117266.06,0.0,1.0
12807,1,8e-06,0,1.0,322967.63,322967.63,322967.63,0.0,1.0
12808,1,1.3e-05,0,1.0,74.67,74.67,74.67,0.0,1.0
12809,1,9e-06,0,1.0,156386.81,156386.81,156386.81,0.0,1.0
12810,1,8e-06,0,1.0,77347.46,77347.46,77347.46,0.0,1.0
12811,1,8e-06,0,1.0,282062.54,282062.54,282062.54,0.0,1.0
12812,2,1.8e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12813,1,8e-06,0,1.0,75247.56,75247.56,75247.56,0.0,1.0
12814,1,1.3e-05,0,1.0,23475.54,23475.54,23475.54,0.0,1.0
12815,1,8e-06,0,1.0,604786.9,604786.9,604786.9,0.0,1.0
12816,1,1.3e-05,0,1.0,12895.72,12895.72,12895.72,0.0,1.0
12817,1,1.3e-05,0,1.0,14186.35,14186.35,14186.35,0.0,1.0
12818,1,1.3e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
12819,1,9e-06,0,1.0,119116.47,119116.47,119116.47,0.0,1.0
12820,1,8e-06,0,1.0,103406.05,103406.05,103406.05,0.0,1.0
12821,1,9e-06,0,1.0,59547.65,59547.65,59547.65,0.0,1.0
12822,1,9e-06,0,1.0,276175.6,276175.6,276175.6,0.0,1.0
12823,1,8e-06,0,1.0,200839.75,200839.75,200839.75,0.0,1.0
